,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,scopus,wos,kci,sum
480,Photovoltaic and antimicrobial potentials of electrodeposited copper nanoparticle,0,Gopinath S.C.B.,Elsevier B.V.,"Wang Ling, Gopinath S., Anbu Periasamy, Rajapaksha R. D.A.A., Velusamy Palaniyandi, Kannaiyan Pandian, Md Arshad Mohd Khairuddin, Lakshmipriya Thangavel, Lee Choul-Gyun",97-104,Article,Biochemical Engineering Journal,15-Feb-19,,1,1,0,1
481,Tidal current energy resource distribution in Korea,0,Hwang S.-J.,MDPI AG,"Hwang Su-jin, Jo Chulhee",4380,Article,EnergiesOpen Access,18-Nov-19,,1,1,1,1
482,0,0,0,0,0,0,0,0,0,,0,0,1,1
483,Design of a third-order delta-sigma TDC with error-feedback structure,0,Kang J.-K.,Institute of Electronics Information Communication Engineers,"An Seongmun, Son Kyungsub, An Taek-joon, Kang Jin-ku",20181064,Article,IEICE Electronics Express,2019,,1,1,0,1
484,0,0,0,0,0,0,0,0,0,,0,1,0,1
485,0,0,0,0,0,0,0,0,0,,0,1,0,1
486,Eye-open monitor using two-dimensional counter value profile,0,Copyright 2020 Elsevier B.V. All rights reserved.,Institute of Electronics Information Communication Engineers,"Son Kyungsub, Moon Yong-hwan, Baek Sanghun, Kim Namyong, An Taek-joon, Kang Jin-ku",20190601,Article,IEICE Electronics Express,2019,,1,1,0,1
487,Butadiene substance flow analysis and management in South Korea,0,Hwang Y.W.,Elsevier Ltd,"Lee Seung-jin, Kim Jangwoo, Hwang Yongwoo, Kim Junbeum, Kim Youngwoon, Chen Sha",331-339,Article,Journal of Cleaner Production,20-May-19,,1,1,0,1
488,0,0,0,0,0,0,0,0,0,,0,0,1,1
489,0,0,0,0,0,0,0,0,0,,0,0,1,1
490,0,0,0,0,0,0,0,0,0,,0,0,1,1
491,0,0,0,0,0,0,0,0,0,,0,0,1,1
492,0,0,0,0,0,0,0,0,0,,0,0,1,1
493,0,0,0,0,0,0,0,0,0,,0,0,1,1
494,0,0,0,0,0,0,0,0,0,,0,0,1,1
495,0,0,0,0,0,0,0,0,0,,0,0,1,1
496,0,0,0,0,0,0,0,0,0,,0,0,1,1
497,0,0,0,0,0,0,0,0,0,,0,0,0,0
498,Dependence of Conductance on the Magnetic-layer Thickness in Magnetic Tunnel Junctions,0,Lee B.C.,The Korean Physical Society,Lee Byungchan,972-978,Article,Journal of the Korean Physical Society,01-May-19,,1,1,1,1
499,Switching-current shift in spin Hall effect with perpendicular magnetic field,0,Copyright 2019 Elsevier B.V. All rights reserved.,American Physical Society,"Kim Dongseuk, Kim Bumjin, Kim Jimin, Yun Changjin, Hwang Changyong, Lee Byungchan, Joo Sungjung, Rhie Keungwon",14433,Article,Physical Review B,25-Jul-19,,1,1,0,1
500,Survival prediction of tuberous sclerosis complex gene variant in patients with advanced non-small-cell lung cancer treated with platinum doublet,0,Ryu J.-S.,Portland Press Ltd,"Ryu Jeong-seon, Lim Jun-hyeok, Kim Hyun-jung, Kim Minjeong, Park Mihwa, Kim Jung-soo",BSR20181426,Article,Bioscience ReportsOpen Access,2019,,1,1,0,1
501,"Case of both rivaroxaban- and dabigatran-induced leukocytoclastic vasculitis, during management of pulmonary thromboembolism",0,Lee H.L.,W.B. Saunders Ltd,"Lee Hong-lyeol, Kim Lucia, Kim Cheol-woo, Kim Jung-soo, Nam Haesung Seong, Ryu Jeong-seon",219-222,Article,Respiratory Medicine Case ReportsOpen Access,01-Jan-19,,1,1,0,1
502,Feasibility of Bronchial Washing Fluid-Based Approach to Early-Stage Lung Cancer Diagnosis,0,Ryu J.-S.,Wiley-Blackwell,"Ryu Jeong-seon, Lim Jun-hyeok, Lee Myoung-kyu, Lee Seungjae, Kim Hyun-jung, Kim Minjeong, Park Mihwa, Kim Jung-soo, Nam Haesung Seong, Park Nuri, Yong Seok-joong",e603-e606,Article,Oncologist,Jul-19,,1,1,0,1
503,Current and future options for the diagnosis of malignant pleural effusion,0,Rodriguez-Panadero F.,Informa Healthcare,"Rodriguez-Panaderó Francisco, Romero-Romero Beatriz",275-287,Review,Expert Opinion on Medical Diagnostics,May-13,,1,0,0,1
504,Bariatric/Metabolic Surgery in the Asia-Pacific Region: APMBSS 2018 Survey,0,Ohta M.,Springer New York LLC,"Ohta Masayuki, Seki Yosuke, Wong Simon Kin Hung, Wang Cunchuan, Huang Chihkun, Aly Ahmad, Baijal Manish, Al-Sabah Salman K., Udomsawaengsup Suthep, Heo Yoonseok, Althuwaini Saad, Çelik Alper, El-Hadidi Nafad, Sargsyan Davit, Gee Tikfu, Rao Jaideepraj, Wiradisuria Errawan R., Oliveros Edward, Kitano Seigou, Kasama Kazunori",534-541,Article,Obesity Surgery,15-Feb-19,,1,1,0,1
505,Long-term effect of bariatric surgery versus conventional therapy in obese Korean patients: A multicenter retrospective cohort study,0,Kim Y.J.,Korean Surgical Society,"Park Ji-yeon, Heo Yoonseok, Kim Yongjin, Park Joong-min, Kim Seong-min, Park Dojoong, Lee Sangkuon, Han Sangmoon, Shim Kyung Won, Lee Yeonji, Lee Jayoun, Kwon Jinwon",283-289,Article,Annals of Surgical Treatment and ResearchOpen Access,Jun-19,,1,1,1,1
506,Association of circulating irisin concentrations with weight loss after roux-en-Y gastric bypass surgery,0,Shin D.W.,MDPI AG,"Lee Yeon-ji, Heo Yoonseok, Choi Jiho, Park Sunghyouk, Kim Kyoungkon, Shin Dong-wun, Kang Ju-hee",660,Article,International Journal of Environmental Research and Public HealthOpen Access,02-Feb-19,,1,1,0,1
507,Urine Bacteria-Derived Extracellular Vesicles and Allergic Airway Diseases in Children,0,Kim J.H.,S. Karger AG,"Samra Mona, Nam Soo-kyung, Lim Daehyun, Kim Dong Hyun, Yang Jinho, Kim Yoonkeun, Kim Jeong-hee",150-158,Article,International Archives of Allergy and Immunology,01-Feb-19,,1,1,0,1
508,0,0,0,0,0,0,0,0,0,,0,1,0,1
509,0,0,0,0,0,0,0,0,0,,0,0,1,1
510,Infantile anaphylaxis in Korea: A multicenter retrospective case study,0,Pyun B.Y.,Korean Academy of Medical Science,"Jeon You-hoon, Lee Sooyoung, Ahn Kangmo, Lee So-yeon, Kim Kyung-won, Kim Hyun-hee, Kim Jeong-hee, Yum Hye-yung, Kim Woo-kyung, Park Yong-mean, Song Tae-won, Kim Jihyun, Lee Yong-ju, Jang Gwang-cheon, Jeong Kyunguk, Kim Yoon-hee, Min Taek-ki, Pyun Bokyang",e106,Article,Journal of Korean Medical ScienceOpen Access,01-Apr-19,,1,1,1,1
511,Clinical and laboratory predictors of egg allergy resolution in children,0,Kim J.H.,"Korean Academy of Asthma, Allergy and Clinical Immunology",Kim Jeong-hee,446-449,Review,"Allergy, Asthma and Immunology ResearchOpen Access",01-Jul-19,,1,1,1,1
512,Clinical manifestations and risk factors of anaphylaxis in pollen–food allergy syndrome,0,Copyright 2019 Elsevier B.V. All rights reserved.,Yonsei University College of Medicine,"Kim Minji, Ahn Youngmin, Yoo Young, Kim Dong-kyu, Yang Hyeon-jong, Park Haesim, Lee Hyun-jong, Kim Mi-ae, Jeong Yi-yeong, Kim Bong-seong, Bae Woo-yong, Jang An-soo, Park Yang, Koh Youngil, Lee Jaechun, Lim Daehyun, Kim Jeong-hee, Lee Sang-min, Kim Yong Min, Jun Young-joon, Kim Hyo-yeol, Kim Yunsun, Choi Jeong-hee",960-968,Article,Yonsei Medical JournalOpen Access,Oct-19,,1,1,1,1
513,0,0,0,0,0,0,0,0,0,,0,0,1,1
514,Indoor exposure and sensitization to formaldehyde among inner-city children with increased risk for asthma and rhinitis,0,Han M.Y.,American Thoracic Society,"Yon Dong Keon, Hwang Sohyun, Lee Seung Won, Jee Hye-mi, Sheen Youn-ho, Kim Jeong-hee, Lim Daehyun, Han Manyong",388-393,Letter,American Journal of Respiratory and Critical Care Medicine,01-Aug-19,,1,1,0,1
515,Blood pressure variability and hemorrhagic transformation in patients with successful recanalization after endovascular recanalization therapy: A retrospective observational study,0,Ko S.-B.,John Wiley and Sons Inc.,"Kim Taejung, Park Hee-kwon, Kim Jeongmin, Lee Ji-sung, Park Soo-hyun, Jeong Hae-bong, Park Kwang-yeol, Rha Joung-ho, Yoon Byoungwoo, Ko Sang-bae",574-581,Article,Annals of Neurology,Apr-19,,1,1,0,1
516,2019 update of the Korean clinical practice guidelines of stroke for endovascular recanalization therapy in patients with acute ischemic stroke,0,Hong K.-S.,Korean Stroke Society,"Ko Sang-bae, Park Hong-kyun, Kim Byungmoon, Heo Jihoe, Rha Joung-ho, Kwon Sun-uck, Kim Jong-sung, Lee Byung-chul, Suh Sanghyun, Jung Cheolkyu, Jeong Haewoong, Kang Dong-hun, Bae Hee-joon, Yoon Byoungwoo, Hong Keun-sik",231-240,Article,Journal of Stroke,May-19,,1,1,1,1
517,0,0,0,0,0,0,0,0,0,,0,1,0,1
518,ALK-positive anaplastic large cell lymphoma with a monomorphic small-cell pattern masquerading as inflammatory gastric lesions,0,Choi S.J.,Malaysian Society of Pathologists,"Lee Joo-sung, Choi Suk-jin, Kim Lucia, Park In-suh, Han Jeeyoung, Kim Joon-mee, Chu Young-chae",213-222,Article,Malaysian Journal of Pathology,Aug-19,,1,1,0,1
519,Flora colonization and oral care in high-risk newborns,0,Sohn M.,Blackwell Publishing Ltd,"Ahn Youngmee, Jun Yonghoon, Kim Namhee, Sohn Min",e12233,Article,Journal for Specialists in Pediatric Nursing,Jan-19,,1,0,0,1
520,Cognitive ability and related factors in preschoolers born prematurely,0,Lee S.,Korean Academy of Child Health Nursing,"Ahn Youngmee, Lee Sangmi",468-476,Article,Child Health Nursing ResearchOpen Access,2019,,1,0,1,1
521,Factors influencing the incidence and treatment of intracranial aneurysm and subarachnoid hemorrhage: Time trends and socioeconomic disparities under an universal healthcare system,0,Park H.,BMJ Publishing Group,"Lee Won-kyung, Oh Chang-wan, Lee Heeyoung, Lee Kunsei, Park Hyeonseon",147-152,Article,Journal of NeuroInterventional Surgery,Feb-19,,1,1,0,1
522,Outcomes of Stenting versus Endarterectomy for Symptomatic Extracranial Carotid Stenosis: A Retrospective Multicenter Study in Korea,0,Cho Y.-P.,Elsevier Inc.,"Lee Jayoun, You Jihye, Oh Sung-hee, Shin Sangjin, Kim Byungmoon, Kim Taesun, Cho Yongpil, Jeon Pyoung, Park Hyeonseon",185-192.e1,Article,Annals of Vascular Surgery,Jan-19,,1,1,0,1
523,"Anti-Inflammatory and Neuroprotective Effects of DIPOPA (N,N-Diisopropyl-2-Oxopropanamide), an Ethyl Pyruvate Bioisoster, in the Postischemic Brain",0,Lee J.-K.,Springer New York LLC,"Lee Hye-kyung, Park Ju-young, Lee Hahnbie, Kim Il-doo, Kim Seung-woo, Yoon Sung-hwa, Lee Ja-kyeong",523-537,Article,Neurotherapeutics,15-Apr-19,,1,1,0,1
524,Neutrophil extracellular trap induced by HMGB1 exacerbates damages in the ischemic brain,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Kim Seung-woo, Lee Hahnbie, Lee Hye-kyung, Kim Il-doo, Lee Ja-kyeong",11,Article,Acta neuropathologica communicationsOpen Access,10-Jun-19,,1,0,0,1
525,Effect of deflector plate for particle size segregation control,0,Han J.-W.,Polish Academy of Sciences,"Kim Kang-min, Kim Ju-hun, Kwon Jaehong, Lee Ji A., Han Jeongwhan",495-500,Article,Archives of Metallurgy and MaterialsOpen Access,2019,,1,1,0,1
526,Urine Bacteria-Derived Extracellular Vesicles and Allergic Airway Diseases in Children,0,Kim J.H.,S. Karger AG,"Samra Mona, Nam Soo-kyung, Lim Daehyun, Kim Dong Hyun, Yang Jinho, Kim Yoonkeun, Kim Jeong-hee",150-158,Article,International Archives of Allergy and Immunology,01-Feb-19,,1,1,0,1
527,0,0,0,0,0,0,0,0,0,,0,1,0,1
528,Clinical manifestations and risk factors of anaphylaxis in pollen–food allergy syndrome,0,Copyright 2019 Elsevier B.V. All rights reserved.,Yonsei University College of Medicine,"Kim Minji, Ahn Youngmin, Yoo Young, Kim Dong-kyu, Yang Hyeon-jong, Park Haesim, Lee Hyun-jong, Kim Mi-ae, Jeong Yi-yeong, Kim Bong-seong, Bae Woo-yong, Jang An-soo, Park Yang, Koh Youngil, Lee Jaechun, Lim Daehyun, Kim Jeong-hee, Lee Sang-min, Kim Yong Min, Jun Young-joon, Kim Hyo-yeol, Kim Yunsun, Choi Jeong-hee",960-968,Article,Yonsei Medical JournalOpen Access,Oct-19,,1,1,1,1
529,The effects of short-term and very short-term particulate matter exposure on asthma-related hospital visits: National health insurance data,0,Lim D.H.,Yonsei University College of Medicine,"Song Daejin, Choi Sun Hee, Song Woo-Jung, Park Kyung Hee, Jee Youngkoo, Cho Sang-heon, Lim Daehyun",952-959,Article,Yonsei Medical JournalOpen Access,Oct-19,,1,1,1,1
530,0,0,0,0,0,0,0,0,0,,0,0,1,1
531,Indoor exposure and sensitization to formaldehyde among inner-city children with increased risk for asthma and rhinitis,0,Han M.Y.,American Thoracic Society,"Yon Dong Keon, Hwang Sohyun, Lee Seung Won, Jee Hye-mi, Sheen Youn-ho, Kim Jeong-hee, Lim Daehyun, Han Manyong",388-393,Letter,American Journal of Respiratory and Critical Care Medicine,01-Aug-19,,1,1,0,1
532,0,0,0,0,0,0,0,0,0,,0,1,0,1
533,Perception of stigma and its associated factors among patients with major depressive disorder: A multicenter survey from an Asian population,0,Su Y.-A.,Frontiers Media S.A.,"Sun Yan, Chen Gang, Wang Li, Li Nan, Srisurapanont Manit, Hong Jin-pyo, Hatim Ahmad, Chen Chiahui, Udomratn P., Bae Jaenam, Fang Yiru, Chua Hong Choon, Liu Shening, George Tom, Bautista Dianne Carrol Tan, Chan Shih Yen Edwin, John Rush A., Yang Hong, Su Yun'ai, Si Tianmei",321,Article,Frontiers in PsychiatryOpen Access,2019,,1,1,0,1
534,0,0,0,0,0,0,0,0,0,,0,0,1,1
535,0,0,0,0,0,0,0,0,0,,0,1,0,1
536,Structure Annotation of All Mass Spectra in Untargeted Metabolomics,0,Fiehn O.,American Chemical Society,"Blaženović Ivana, Kind Tobias, Sa Michael R., Ji Jian, Vaniya Arpana, Wancewicz Benjamin, Roberts Bryan S., Torbašinović Hrvoje, Lee Tack, Mehta Sajjan S., Showalter Megan Reed, Song Hosook, Kwok Jessica, Jahn Dieter, Kim Jayoung, Fiehn Oliver E.",2155-2162,Article,Analytical Chemistry,05-Feb-19,,1,0,0,1
537,"BST-104, a Water Extract of Lonicera japonica, Has a Gastroprotective Effect via Antioxidant and Anti-Inflammatory Activities",0,Kwon K.S.,Mary Ann Liebert Inc.,"Bang Byoungwook, Park Dongsun, Kwon Kyesook, Lee Donhaeng, Jang Min-jung, Park Sun-kyu, Kim Jeom-yong",140-151,Article,Journal of Medicinal Food,Feb-19,,1,1,1,1
538,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,0,Kim H.K.,Springer New York LLC,"Ko Eunjung, Bang Byoungwook, Kwon Kyesook, Shin Youngwoon, Kim Hyungkil",524-531,Article,Digestive Diseases and Sciences,15-Feb-19,,1,1,0,1
539,Efficacy of a novel hemostatic adhesive powder in patients with refractory upper gastrointestinal bleeding: A pilot study,0,Lee D.H.,Georg Thieme Verlag,"Park Jin-seok, Bang Byoungwook, Hong Su-jin, Lee Eunhye, Kwon Kyesook, Kim Hyungkil, Shin Youngwoon, Lee Donhaeng",458-462,Article,Endoscopy,2019,,1,0,0,1
540,0,0,0,0,0,0,0,0,0,,0,0,0,0
541,Development of sound-quality indexes in a car cabin owing to the acoustic characteristics of absorption materials,0,Lee S.-K.,Elsevier Ltd,"Lee Sangkwon, Lee Gunhee, Back Jiseon",125-140,Article,Applied Acoustics,01-Jan-19,,1,1,0,1
542,"Effect of the Fiber Lamination Angle of a Carbon-Fiber, Laminated Composite Plate Roof on the Car Interior Noise",0,Lee S.K.,Korean Society of Automotive Engineers,"Bang Sungil, Park Yoojin, Kim Yeonsoo, Shin Taejin, Back Jiseon, Lee Sangkwon",73-85,Article,International Journal of Automotive Technology,01-Feb-19,,1,1,1,1
543,Effect of laminated angle of carbon fiber on interior noise on an enclosure under center point excitation,0,Lee S.-K.,SAGE Publications Ltd,"Lee Sangkwon, Bang Sungil, Back Jiseon",117-132,Article,Journal of Reinforced Plastics and Composites,01-Feb-19,,1,1,0,1
544,Transfer path analysis of rumbling noise in a passenger car based on in-situ blocked force measurement,0,Lee S.K.,Elsevier Ltd,"Shin Taejin, Kim Yeonsoo, An Kanghyeon, Lee Sangkwon",01월 14일,Article,Applied Acoustics,Jun-19,,1,1,0,1
545,Prediction and sound quality analysis of tire pattern noise based on system identification by utilizing an optimal adaptive filter,0,Lee S.-K.,MDPI AG,"Lee Sangkwon, An Kanghyun, Cho Hye-young, Hwang Sung-uk",3995,Article,Applied Sciences (Switzerland)Open Access,01-Oct-19,,1,0,0,1
546,0,0,0,0,0,0,0,0,0,,0,0,1,1
547,Structure-Borne Path Identification of Rumbling Noise in a Passenger Car Based on In-Situ Blocked Force Transfer Path Analysis,0,Lee S.K.,SAE International,"Lee Sangkwon, An Kanghyun, Shin Taejin, Kim Yeunsoo, Han Doohee, Jung Insoo",2019,Conference Paper,SAE Technical Papers,Issue June,,1,1,0,1
548,0,0,0,0,0,0,0,0,0,,0,0,1,1
549,3D surround local sensing system H/W for intelligent excavation robot (IES),0,Kim Y.-S.,Taylor and Francis Ltd.,"Yeom Dong-jun, Yoo Hyun-seok, Kim Youngsuk",439-456,Article,Journal of Asian Architecture and Building Engineering,03-Sep-19,,1,1,0,1
550,Development of construction duration prediction model for project planning phase of mixed-use buildings,0,Kim Y.S.,Taylor and Francis Ltd.,"Kim Yoo-jun, Yeom Dong-jun, Kim Youngsuk",586-598,Article,Journal of Asian Architecture and Building Engineering,02-Nov-19,,1,1,0,1
551,Development of all-in-one attachment-based PHC pile head cutting robot,0,Kim Y.-S.,Taylor and Francis Ltd.,"Yeom Dong-jun, Park Yesul, Kim Youngsuk, Kim Jung-yeol",527-538,Article,Journal of Asian Architecture and Building Engineering,02-Nov-19,,1,1,1,1
552,0,0,0,0,0,0,0,0,0,,0,0,1,1
553,0,0,0,0,0,0,0,0,0,,0,0,1,1
554,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,0,Kim H.K.,Springer New York LLC,"Ko Eunjung, Bang Byoungwook, Kwon Kyesook, Shin Youngwoon, Kim Hyungkil",524-531,Article,Digestive Diseases and Sciences,15-Feb-19,,1,1,0,1
555,0,0,0,0,0,0,0,0,0,,0,1,0,1
556,Efficacy of a novel hemostatic adhesive powder in patients with refractory upper gastrointestinal bleeding: A pilot study,0,Lee D.H.,Georg Thieme Verlag,"Park Jin-seok, Bang Byoungwook, Hong Su-jin, Lee Eunhye, Kwon Kyesook, Kim Hyungkil, Shin Youngwoon, Lee Donhaeng",458-462,Article,Endoscopy,2019,,1,0,0,1
557,Factors Affecting the Psychosocial Distress of Patients with Alopecia Areata: A Nationwide Study in Korea,0,Choi G.S.,Elsevier B.V.,"Yoon Hee-seong, Bae Jung Min, Yeom Seungdohn, Sim Woo-young, Lee Won-soo, Kang Hoon, Lee Yang-won, Kim Ki-ho, Kim Do-won, Kim Moon-bum, Kim Seong-jin, Lew Bark Lynn, Kwon Ohsang, Huh Chang Hun, Lee Dong-youn, Ro Byung-in, Park Jin, Kim Beomjoon, Lee Young, Choi Gwang-seong",712-715,Article,Journal of Investigative Dermatology,Mar-19,,1,1,0,1
558,Treatment of Refractory Vitiligo With a Vellus Hair Punch Graft,0,Copyright 2019 Elsevier B.V. All rights reserved.,Lippincott Williams and Wilkins,"Lee Sihyub, Byun Jiwon, Shin Jeonghyun, Choi Gwangseong",300-303,Article,Dermatologic Surgery,01-Feb-19,,1,1,0,1
559,Therapeutic effect of 308-nm excimer laser on alopecia areata in an animal model,0,Choi G.S.,Korean Dermatological Association,"Moon Jonghyuk, Bang Chan-yl, Kang Minji, Yeom Seungdohn, Yoon Hee-seong, Kim Hyo-jin, Byun Ji-won, Shin Jeonghyun, Choi Gwang-seong",463-466,Article,Annals of DermatologyOpen Access,2019,,1,1,1,1
560,Squamous cell carcinoma on the fingers of orthopedic surgeon induced by occupational radiation exposure,0,Byun J.W.,Korean Dermatological Association,"Yoon Hee-seong, Heo Ji-hye, Lee Sihyub, Shin Jeonghyun, Choi Gwang-seong, Byun Ji-won",251-253,Article,Annals of DermatologyOpen Access,2019,,1,1,1,1
561,A case of immunoglobulin a pemphigus: Intraepidermal neutrophilic dermatosis type,0,Choi G.S.,Korean Dermatological Association,"Heo Ji-hye, Yoon Hee-seong, Lee Sihyub, Yeom Seungdohn, Kim Lucia, Kim Soo-chan, Byun Ji-won, Shin Jeonghyun, Choi Gwang-seong",492-495,Article,Korean Journal of Dermatology,Sep-19,,1,1,1,1
562,Therapeutic effect of glucosamine on an atopic dermatitis animal model,0,Choi G.S.,Korean Dermatological Association,"Yoon Hee-seong, Byun Ji-won, Shin Jeonghyun, Kim Young-hyo, Choi Gwang-seong",538-544,Article,Annals of DermatologyOpen Access,2019,,1,1,1,1
563,Increasing prevalence of alopecia areata in South Korea,0,Choi J.W.,Blackwell Publishing Ltd,"Soh Byung-woo, Kim So-min, Kim You-chan, Choi Gwangseong, Choi Jee-woong",e331-e332,Letter,Journal of Dermatology,2019,,1,1,0,1
564,Periocular Lipogranuloma after Cryopreserved Fat Injection into the Forehead,0,Copyright 2020 Elsevier B.V. All rights reserved.,Lippincott Williams and Wilkins,"Heo Ji-hye, Shin Jeonghyun, Choi Gwangseong, Byun Jiwon",1723-1725,Letter,Dermatologic Surgery,01-Dec-19,,1,1,0,1
565,Melatonin Levels in Patients with Primary Open-angle Glaucoma with High or Low Intraocular Pressure,0,Kim N.R.,Lippincott Williams and Wilkins,"Kim Jung-yong, Jeong Ah-reum, Chin Hee-seung, Kim Na-rae",154-160,Article,Journal of Glaucoma,01-Feb-19,,1,0,0,1
